performance	metric	DataSet	method	perturb	DEG	Ncontrol	Nimputed	Nstimulated	seed
2.6341	edistance	Replogle_K562essential	scouter	XPO5	100	2000	500	221	5
15.5541	edistance	Replogle_K562essential	scouter	XPO5	5000	2000	500	221	5
3.042	edistance	Replogle_K562essential	scouter	ZCRB1	100	2000	500	146	5
15.7514	edistance	Replogle_K562essential	scouter	ZCRB1	5000	2000	500	146	5
3.0911	edistance	Replogle_K562essential	scouter	ZMAT2	100	2000	500	436	5
16.4325	edistance	Replogle_K562essential	scouter	ZMAT2	5000	2000	500	436	5
9.836072768745645	sym_kldiv	Replogle_K562essential	scouter	ABCB7	100	2000	500	199	5
9.95523868810553	sym_kldiv	Replogle_K562essential	scouter	ABCB7	5000	2000	500	199	5
8.474193058798436	sym_kldiv	Replogle_K562essential	scouter	ACTR2	100	2000	500	236	5
9.356889444350507	sym_kldiv	Replogle_K562essential	scouter	ACTR2	5000	2000	500	236	5
9.119608035247944	sym_kldiv	Replogle_K562essential	scouter	ACTR6	100	2000	500	108	5
9.94608588299735	sym_kldiv	Replogle_K562essential	scouter	ACTR6	5000	2000	500	108	5
8.6851265114495	sym_kldiv	Replogle_K562essential	scouter	ACTR8	100	2000	500	252	5
9.531185123656307	sym_kldiv	Replogle_K562essential	scouter	ACTR8	5000	2000	500	252	5
8.093859086953513	sym_kldiv	Replogle_K562essential	scouter	ACTR10	100	2000	500	116	5
9.42031522668658	sym_kldiv	Replogle_K562essential	scouter	ACTR10	5000	2000	500	116	5
9.962306808657743	sym_kldiv	Replogle_K562essential	scouter	AHCTF1	100	2000	500	290	5
9.430264780004949	sym_kldiv	Replogle_K562essential	scouter	AHCTF1	5000	2000	500	290	5
10.629722347916337	sym_kldiv	Replogle_K562essential	scouter	AKIRIN2	100	2000	500	169	5
11.30611496332083	sym_kldiv	Replogle_K562essential	scouter	AKIRIN2	5000	2000	500	169	5
38.143188405172026	sym_kldiv	Replogle_K562essential	scouter	ALG1	100	2000	500	69	5
32.49933230322999	sym_kldiv	Replogle_K562essential	scouter	ALG1	5000	2000	500	69	5
9.347218730717149	sym_kldiv	Replogle_K562essential	scouter	ALG13	100	2000	500	170	5
9.9837892610045	sym_kldiv	Replogle_K562essential	scouter	ALG13	5000	2000	500	170	5
8.40795686366776	sym_kldiv	Replogle_K562essential	scouter	ANAPC11	100	2000	500	77	5
9.121680628471877	sym_kldiv	Replogle_K562essential	scouter	ANAPC11	5000	2000	500	77	5
8.76593415052069	sym_kldiv	Replogle_K562essential	scouter	ANKRD11	100	2000	500	260	5
9.79888535220399	sym_kldiv	Replogle_K562essential	scouter	ANKRD11	5000	2000	500	260	5
10.251858598447154	sym_kldiv	Replogle_K562essential	scouter	ANLN	100	2000	500	96	5
10.681263012945118	sym_kldiv	Replogle_K562essential	scouter	ANLN	5000	2000	500	96	5
9.27809396782211	sym_kldiv	Replogle_K562essential	scouter	ATP1A1	100	2000	500	84	5
9.731641988834468	sym_kldiv	Replogle_K562essential	scouter	ATP1A1	5000	2000	500	84	5
9.129317280545308	sym_kldiv	Replogle_K562essential	scouter	ATP6V0B	100	2000	500	147	5
9.54627153634894	sym_kldiv	Replogle_K562essential	scouter	ATP6V0B	5000	2000	500	147	5
9.946984473132073	sym_kldiv	Replogle_K562essential	scouter	ATP6V1D	100	2000	500	139	5
10.03708442125326	sym_kldiv	Replogle_K562essential	scouter	ATP6V1D	5000	2000	500	139	5
9.22251478760124	sym_kldiv	Replogle_K562essential	scouter	ATP6V1E1	100	2000	500	188	5
9.278355134012008	sym_kldiv	Replogle_K562essential	scouter	ATP6V1E1	5000	2000	500	188	5
8.818695927024025	sym_kldiv	Replogle_K562essential	scouter	ATR	100	2000	500	141	5
9.36487267071207	sym_kldiv	Replogle_K562essential	scouter	ATR	5000	2000	500	141	5
8.802893710574217	sym_kldiv	Replogle_K562essential	scouter	ATRIP	100	2000	500	184	5
9.53150330461426	sym_kldiv	Replogle_K562essential	scouter	ATRIP	5000	2000	500	184	5
38.67711538605489	sym_kldiv	Replogle_K562essential	scouter	AURKAIP1	100	2000	500	76	5
33.03325914938331	sym_kldiv	Replogle_K562essential	scouter	AURKAIP1	5000	2000	500	76	5
9.322750872661771	sym_kldiv	Replogle_K562essential	scouter	BANF1	100	2000	500	162	5
9.696941279374911	sym_kldiv	Replogle_K562essential	scouter	BANF1	5000	2000	500	162	5
9.627326128724206	sym_kldiv	Replogle_K562essential	scouter	BANP	100	2000	500	110	5
10.576752075571306	sym_kldiv	Replogle_K562essential	scouter	BANP	5000	2000	500	110	5
8.550595583019815	sym_kldiv	Replogle_K562essential	scouter	BDP1	100	2000	500	331	5
9.660755915805964	sym_kldiv	Replogle_K562essential	scouter	BDP1	5000	2000	500	331	5
10.722873176568717	sym_kldiv	Replogle_K562essential	scouter	BNIP1	100	2000	500	111	5
11.43716790701651	sym_kldiv	Replogle_K562essential	scouter	BNIP1	5000	2000	500	111	5
9.202593052048131	sym_kldiv	Replogle_K562essential	scouter	BRD4	100	2000	500	116	5
9.714636366374137	sym_kldiv	Replogle_K562essential	scouter	BRD4	5000	2000	500	116	5
9.712932239374227	sym_kldiv	Replogle_K562essential	scouter	BRF2	100	2000	500	174	5
10.191548339745571	sym_kldiv	Replogle_K562essential	scouter	BRF2	5000	2000	500	174	5
8.959969195845344	sym_kldiv	Replogle_K562essential	scouter	BUB1B	100	2000	500	141	5
9.73876969420132	sym_kldiv	Replogle_K562essential	scouter	BUB1B	5000	2000	500	141	5
8.783796464885317	sym_kldiv	Replogle_K562essential	scouter	BUD13	100	2000	500	174	5
9.67103200896139	sym_kldiv	Replogle_K562essential	scouter	BUD13	5000	2000	500	174	5
7.67929781578748	sym_kldiv	Replogle_K562essential	scouter	BYSL	100	2000	500	98	5
9.143383724226704	sym_kldiv	Replogle_K562essential	scouter	BYSL	5000	2000	500	98	5
12.077350831121889	sym_kldiv	Replogle_K562essential	scouter	C1orf109	100	2000	500	240	5
12.774694376643044	sym_kldiv	Replogle_K562essential	scouter	C1orf109	5000	2000	500	240	5
39.101740250530405	sym_kldiv	Replogle_K562essential	scouter	C17orf58	100	2000	500	58	5
33.45788394567998	sym_kldiv	Replogle_K562essential	scouter	C17orf58	5000	2000	500	58	5
9.280252512952265	sym_kldiv	Replogle_K562essential	scouter	CCDC59	100	2000	500	125	5
10.34875824694262	sym_kldiv	Replogle_K562essential	scouter	CCDC59	5000	2000	500	125	5
9.943170899530088	sym_kldiv	Replogle_K562essential	scouter	CCT8	100	2000	500	111	5
10.274476232207498	sym_kldiv	Replogle_K562essential	scouter	CCT8	5000	2000	500	111	5
8.630966366820097	sym_kldiv	Replogle_K562essential	scouter	CDC6	100	2000	500	192	5
9.331981704761434	sym_kldiv	Replogle_K562essential	scouter	CDC6	5000	2000	500	192	5
9.068563604037177	sym_kldiv	Replogle_K562essential	scouter	CDC20	100	2000	500	115	5
9.367364075830045	sym_kldiv	Replogle_K562essential	scouter	CDC20	5000	2000	500	115	5
9.801237082393536	sym_kldiv	Replogle_K562essential	scouter	CDC23	100	2000	500	177	5
10.289603378518867	sym_kldiv	Replogle_K562essential	scouter	CDC23	5000	2000	500	177	5
10.121009311987766	sym_kldiv	Replogle_K562essential	scouter	CDC45	100	2000	500	92	5
10.45195298155493	sym_kldiv	Replogle_K562essential	scouter	CDC45	5000	2000	500	92	5
9.414201508383236	sym_kldiv	Replogle_K562essential	scouter	CDC123	100	2000	500	112	5
10.244701930867988	sym_kldiv	Replogle_K562essential	scouter	CDC123	5000	2000	500	112	5
8.991103432188716	sym_kldiv	Replogle_K562essential	scouter	CDK11A	100	2000	500	269	5
9.5183588827484	sym_kldiv	Replogle_K562essential	scouter	CDK11A	5000	2000	500	269	5
9.571935196384889	sym_kldiv	Replogle_K562essential	scouter	CENPE	100	2000	500	177	5
9.953833554962788	sym_kldiv	Replogle_K562essential	scouter	CENPE	5000	2000	500	177	5
8.903575504058344	sym_kldiv	Replogle_K562essential	scouter	CENPJ	100	2000	500	282	5
9.65035852863515	sym_kldiv	Replogle_K562essential	scouter	CENPJ	5000	2000	500	282	5
9.553717791855856	sym_kldiv	Replogle_K562essential	scouter	CENPN	100	2000	500	147	5
9.61033538597798	sym_kldiv	Replogle_K562essential	scouter	CENPN	5000	2000	500	147	5
8.974428643823952	sym_kldiv	Replogle_K562essential	scouter	CENPW	100	2000	500	72	5
9.315542682723793	sym_kldiv	Replogle_K562essential	scouter	CENPW	5000	2000	500	72	5
9.172849004058932	sym_kldiv	Replogle_K562essential	scouter	CEP85	100	2000	500	129	5
9.172730017828814	sym_kldiv	Replogle_K562essential	scouter	CEP85	5000	2000	500	129	5
8.907246416502499	sym_kldiv	Replogle_K562essential	scouter	CEP152	100	2000	500	153	5
9.344066168183389	sym_kldiv	Replogle_K562essential	scouter	CEP152	5000	2000	500	153	5
9.341280633812836	sym_kldiv	Replogle_K562essential	scouter	CEP192	100	2000	500	202	5
9.835724528052545	sym_kldiv	Replogle_K562essential	scouter	CEP192	5000	2000	500	202	5
10.301705039124004	sym_kldiv	Replogle_K562essential	scouter	CHAF1B	100	2000	500	84	5
10.19281011901363	sym_kldiv	Replogle_K562essential	scouter	CHAF1B	5000	2000	500	84	5
8.595452563153927	sym_kldiv	Replogle_K562essential	scouter	CHCHD4	100	2000	500	140	5
9.751613012239051	sym_kldiv	Replogle_K562essential	scouter	CHCHD4	5000	2000	500	140	5
9.789898755477148	sym_kldiv	Replogle_K562essential	scouter	CHERP	100	2000	500	67	5
10.463683142728115	sym_kldiv	Replogle_K562essential	scouter	CHERP	5000	2000	500	67	5
8.953349351085684	sym_kldiv	Replogle_K562essential	scouter	CHMP5	100	2000	500	110	5
9.637960488464076	sym_kldiv	Replogle_K562essential	scouter	CHMP5	5000	2000	500	110	5
10.244270348307415	sym_kldiv	Replogle_K562essential	scouter	CHMP7	100	2000	500	240	5
10.662220545454277	sym_kldiv	Replogle_K562essential	scouter	CHMP7	5000	2000	500	240	5
8.482281998018287	sym_kldiv	Replogle_K562essential	scouter	CLSPN	100	2000	500	134	5
8.98617056086905	sym_kldiv	Replogle_K562essential	scouter	CLSPN	5000	2000	500	134	5
8.698081968696386	sym_kldiv	Replogle_K562essential	scouter	CLTC	100	2000	500	157	5
9.016610530218497	sym_kldiv	Replogle_K562essential	scouter	CLTC	5000	2000	500	157	5
11.500953188793275	sym_kldiv	Replogle_K562essential	scouter	CMPK1	100	2000	500	173	5
11.746112527529002	sym_kldiv	Replogle_K562essential	scouter	CMPK1	5000	2000	500	173	5
10.066537944161444	sym_kldiv	Replogle_K562essential	scouter	CNOT1	100	2000	500	269	5
9.977469694115896	sym_kldiv	Replogle_K562essential	scouter	CNOT1	5000	2000	500	269	5
9.717143109900878	sym_kldiv	Replogle_K562essential	scouter	CNOT2	100	2000	500	84	5
9.939442724793984	sym_kldiv	Replogle_K562essential	scouter	CNOT2	5000	2000	500	84	5
9.454125501640124	sym_kldiv	Replogle_K562essential	scouter	COG2	100	2000	500	343	5
9.813416944891022	sym_kldiv	Replogle_K562essential	scouter	COG2	5000	2000	500	343	5
8.06419252290037	sym_kldiv	Replogle_K562essential	scouter	COG3	100	2000	500	56	5
9.308973539872856	sym_kldiv	Replogle_K562essential	scouter	COG3	5000	2000	500	56	5
9.162223130420664	sym_kldiv	Replogle_K562essential	scouter	COPS4	100	2000	500	262	5
9.226109411825364	sym_kldiv	Replogle_K562essential	scouter	COPS4	5000	2000	500	262	5
9.22065523084692	sym_kldiv	Replogle_K562essential	scouter	COPS6	100	2000	500	235	5
9.195108130053368	sym_kldiv	Replogle_K562essential	scouter	COPS6	5000	2000	500	235	5
9.71755493686076	sym_kldiv	Replogle_K562essential	scouter	COPZ1	100	2000	500	207	5
10.46683499001479	sym_kldiv	Replogle_K562essential	scouter	COPZ1	5000	2000	500	207	5
9.066933296892742	sym_kldiv	Replogle_K562essential	scouter	COX10	100	2000	500	94	5
9.80963888316497	sym_kldiv	Replogle_K562essential	scouter	COX10	5000	2000	500	94	5
9.923217681896212	sym_kldiv	Replogle_K562essential	scouter	CPOX	100	2000	500	101	5
10.055590602381711	sym_kldiv	Replogle_K562essential	scouter	CPOX	5000	2000	500	101	5
9.540136371115022	sym_kldiv	Replogle_K562essential	scouter	CPSF3	100	2000	500	627	5
10.048373252175054	sym_kldiv	Replogle_K562essential	scouter	CPSF3	5000	2000	500	627	5
9.707732355256718	sym_kldiv	Replogle_K562essential	scouter	CRNKL1	100	2000	500	261	5
10.268869683513564	sym_kldiv	Replogle_K562essential	scouter	CRNKL1	5000	2000	500	261	5
9.210746337629274	sym_kldiv	Replogle_K562essential	scouter	CSNK2B	100	2000	500	128	5
9.550756980392176	sym_kldiv	Replogle_K562essential	scouter	CSNK2B	5000	2000	500	128	5
40.31793477719636	sym_kldiv	Replogle_K562essential	scouter	CSTF3	100	2000	500	66	5
34.67407855729283	sym_kldiv	Replogle_K562essential	scouter	CSTF3	5000	2000	500	66	5
9.019372778772054	sym_kldiv	Replogle_K562essential	scouter	CUL1	100	2000	500	223	5
9.59152010258448	sym_kldiv	Replogle_K562essential	scouter	CUL1	5000	2000	500	223	5
9.46676210130549	sym_kldiv	Replogle_K562essential	scouter	CUL2	100	2000	500	94	5
9.953333489495956	sym_kldiv	Replogle_K562essential	scouter	CUL2	5000	2000	500	94	5
9.678664394372603	sym_kldiv	Replogle_K562essential	scouter	CUL3	100	2000	500	120	5
9.240496324519968	sym_kldiv	Replogle_K562essential	scouter	CUL3	5000	2000	500	120	5
8.714588288764885	sym_kldiv	Replogle_K562essential	scouter	CWC15	100	2000	500	184	5
9.574451994376984	sym_kldiv	Replogle_K562essential	scouter	CWC15	5000	2000	500	184	5
8.299200232393032	sym_kldiv	Replogle_K562essential	scouter	CXXC1	100	2000	500	122	5
9.4571596351881	sym_kldiv	Replogle_K562essential	scouter	CXXC1	5000	2000	500	122	5
8.44211163358147	sym_kldiv	Replogle_K562essential	scouter	CYCS	100	2000	500	163	5
9.374169423855406	sym_kldiv	Replogle_K562essential	scouter	CYCS	5000	2000	500	163	5
8.8971299801372	sym_kldiv	Replogle_K562essential	scouter	DBF4	100	2000	500	131	5
9.212978054272638	sym_kldiv	Replogle_K562essential	scouter	DBF4	5000	2000	500	131	5
9.317061394622042	sym_kldiv	Replogle_K562essential	scouter	DCAF6	100	2000	500	137	5
9.812927344029802	sym_kldiv	Replogle_K562essential	scouter	DCAF6	5000	2000	500	137	5
8.707107501361536	sym_kldiv	Replogle_K562essential	scouter	DDX18	100	2000	500	137	5
9.885781010999118	sym_kldiv	Replogle_K562essential	scouter	DDX18	5000	2000	500	137	5
9.632081503845594	sym_kldiv	Replogle_K562essential	scouter	DDX19A	100	2000	500	103	5
9.745263219182672	sym_kldiv	Replogle_K562essential	scouter	DDX19A	5000	2000	500	103	5
8.795138007900224	sym_kldiv	Replogle_K562essential	scouter	DDX21	100	2000	500	90	5
9.894232989613364	sym_kldiv	Replogle_K562essential	scouter	DDX21	5000	2000	500	90	5
10.418566725220414	sym_kldiv	Replogle_K562essential	scouter	DDX52	100	2000	500	117	5
11.755435797403717	sym_kldiv	Replogle_K562essential	scouter	DDX52	5000	2000	500	117	5
10.907479650951297	sym_kldiv	Replogle_K562essential	scouter	DDX56	100	2000	500	174	5
12.263140361600597	sym_kldiv	Replogle_K562essential	scouter	DDX56	5000	2000	500	174	5
9.26357132471886	sym_kldiv	Replogle_K562essential	scouter	DENR	100	2000	500	251	5
9.517579831978582	sym_kldiv	Replogle_K562essential	scouter	DENR	5000	2000	500	251	5
9.840555445068972	sym_kldiv	Replogle_K562essential	scouter	DHX16	100	2000	500	328	5
10.6489606912201	sym_kldiv	Replogle_K562essential	scouter	DHX16	5000	2000	500	328	5
10.171590652873927	sym_kldiv	Replogle_K562essential	scouter	DICER1	100	2000	500	158	5
10.200896030983824	sym_kldiv	Replogle_K562essential	scouter	DICER1	5000	2000	500	158	5
36.46028790062844	sym_kldiv	Replogle_K562essential	scouter	DMAP1	100	2000	500	78	5
30.816431758477947	sym_kldiv	Replogle_K562essential	scouter	DMAP1	5000	2000	500	78	5
9.085080959680418	sym_kldiv	Replogle_K562essential	scouter	DNMT1	100	2000	500	170	5
9.329206136183956	sym_kldiv	Replogle_K562essential	scouter	DNMT1	5000	2000	500	170	5
9.09369564429161	sym_kldiv	Replogle_K562essential	scouter	DNTTIP2	100	2000	500	264	5
9.979173791498583	sym_kldiv	Replogle_K562essential	scouter	DNTTIP2	5000	2000	500	264	5
11.711549755207203	sym_kldiv	Replogle_K562essential	scouter	DPH6	100	2000	500	101	5
12.234483866607636	sym_kldiv	Replogle_K562essential	scouter	DPH6	5000	2000	500	101	5
9.178507502777173	sym_kldiv	Replogle_K562essential	scouter	DSN1	100	2000	500	245	5
10.163649550235956	sym_kldiv	Replogle_K562essential	scouter	DSN1	5000	2000	500	245	5
8.667353568025666	sym_kldiv	Replogle_K562essential	scouter	EIF1AX	100	2000	500	134	5
9.47787157324577	sym_kldiv	Replogle_K562essential	scouter	EIF1AX	5000	2000	500	134	5
8.415511087625427	sym_kldiv	Replogle_K562essential	scouter	EIF2B3	100	2000	500	104	5
9.756872346533411	sym_kldiv	Replogle_K562essential	scouter	EIF2B3	5000	2000	500	104	5
39.65086505483055	sym_kldiv	Replogle_K562essential	scouter	EIF2S3	100	2000	500	57	5
34.00700895413527	sym_kldiv	Replogle_K562essential	scouter	EIF2S3	5000	2000	500	57	5
9.580828748109491	sym_kldiv	Replogle_K562essential	scouter	EIF3D	100	2000	500	186	5
10.47205280564164	sym_kldiv	Replogle_K562essential	scouter	EIF3D	5000	2000	500	186	5
8.977419892478713	sym_kldiv	Replogle_K562essential	scouter	EIF3G	100	2000	500	67	5
9.275589345437414	sym_kldiv	Replogle_K562essential	scouter	EIF3G	5000	2000	500	67	5
9.00393161744277	sym_kldiv	Replogle_K562essential	scouter	EIF3J	100	2000	500	82	5
10.170087921604694	sym_kldiv	Replogle_K562essential	scouter	EIF3J	5000	2000	500	82	5
10.001362168168058	sym_kldiv	Replogle_K562essential	scouter	EIF5A	100	2000	500	140	5
10.59902147959674	sym_kldiv	Replogle_K562essential	scouter	EIF5A	5000	2000	500	140	5
9.478845846758412	sym_kldiv	Replogle_K562essential	scouter	ELAC2	100	2000	500	85	5
9.841292450750954	sym_kldiv	Replogle_K562essential	scouter	ELAC2	5000	2000	500	85	5
9.343891896740164	sym_kldiv	Replogle_K562essential	scouter	ELOVL1	100	2000	500	176	5
9.67344953933684	sym_kldiv	Replogle_K562essential	scouter	ELOVL1	5000	2000	500	176	5
9.014692269323684	sym_kldiv	Replogle_K562essential	scouter	ELP3	100	2000	500	119	5
9.811075847259843	sym_kldiv	Replogle_K562essential	scouter	ELP3	5000	2000	500	119	5
38.86579678617019	sym_kldiv	Replogle_K562essential	scouter	EMC4	100	2000	500	55	5
33.22194062602857	sym_kldiv	Replogle_K562essential	scouter	EMC4	5000	2000	500	55	5
8.769661999290998	sym_kldiv	Replogle_K562essential	scouter	ERAL1	100	2000	500	116	5
9.980409807677546	sym_kldiv	Replogle_K562essential	scouter	ERAL1	5000	2000	500	116	5
13.111057321026896	sym_kldiv	Replogle_K562essential	scouter	ESPL1	100	2000	500	120	5
13.591085825550495	sym_kldiv	Replogle_K562essential	scouter	ESPL1	5000	2000	500	120	5
39.57660509316368	sym_kldiv	Replogle_K562essential	scouter	ETF1	100	2000	500	52	5
33.93274893230548	sym_kldiv	Replogle_K562essential	scouter	ETF1	5000	2000	500	52	5
10.175791039943933	sym_kldiv	Replogle_K562essential	scouter	EXOC2	100	2000	500	88	5
11.144893426284916	sym_kldiv	Replogle_K562essential	scouter	EXOC2	5000	2000	500	88	5
10.162507771955733	sym_kldiv	Replogle_K562essential	scouter	EXOC3	100	2000	500	247	5
10.47958768978013	sym_kldiv	Replogle_K562essential	scouter	EXOC3	5000	2000	500	247	5
36.49915368568363	sym_kldiv	Replogle_K562essential	scouter	EXOSC1	100	2000	500	77	5
30.855297565082555	sym_kldiv	Replogle_K562essential	scouter	EXOSC1	5000	2000	500	77	5
10.583530366144716	sym_kldiv	Replogle_K562essential	scouter	EXOSC4	100	2000	500	102	5
11.127675126457063	sym_kldiv	Replogle_K562essential	scouter	EXOSC4	5000	2000	500	102	5
36.41252888736624	sym_kldiv	Replogle_K562essential	scouter	EXOSC10	100	2000	500	92	5
30.7686726862508	sym_kldiv	Replogle_K562essential	scouter	EXOSC10	5000	2000	500	92	5
9.014848735718042	sym_kldiv	Replogle_K562essential	scouter	FOXL2	100	2000	500	164	5
9.74846492292804	sym_kldiv	Replogle_K562essential	scouter	FOXL2	5000	2000	500	164	5
9.71107170681049	sym_kldiv	Replogle_K562essential	scouter	GLI4	100	2000	500	156	5
10.062597198651474	sym_kldiv	Replogle_K562essential	scouter	GLI4	5000	2000	500	156	5
9.425413775027264	sym_kldiv	Replogle_K562essential	scouter	GNB1L	100	2000	500	76	5
9.56070406544804	sym_kldiv	Replogle_K562essential	scouter	GNB1L	5000	2000	500	76	5
8.961140863831373	sym_kldiv	Replogle_K562essential	scouter	GRB2	100	2000	500	169	5
9.590222868473656	sym_kldiv	Replogle_K562essential	scouter	GRB2	5000	2000	500	169	5
8.731012468192136	sym_kldiv	Replogle_K562essential	scouter	GTF3A	100	2000	500	88	5
9.181300619424386	sym_kldiv	Replogle_K562essential	scouter	GTF3A	5000	2000	500	88	5
10.41236374791404	sym_kldiv	Replogle_K562essential	scouter	GTF3C5	100	2000	500	166	5
10.770690236106017	sym_kldiv	Replogle_K562essential	scouter	GTF3C5	5000	2000	500	166	5
8.784734947454822	sym_kldiv	Replogle_K562essential	scouter	GTF3C6	100	2000	500	243	5
9.515223394332123	sym_kldiv	Replogle_K562essential	scouter	GTF3C6	5000	2000	500	243	5
9.253623678569909	sym_kldiv	Replogle_K562essential	scouter	HBS1L	100	2000	500	143	5
9.497295004863316	sym_kldiv	Replogle_K562essential	scouter	HBS1L	5000	2000	500	143	5
39.57720579162018	sym_kldiv	Replogle_K562essential	scouter	HCFC1	100	2000	500	55	5
33.93334955870419	sym_kldiv	Replogle_K562essential	scouter	HCFC1	5000	2000	500	55	5
10.016362041563566	sym_kldiv	Replogle_K562essential	scouter	HEATR1	100	2000	500	234	5
12.137123427797814	sym_kldiv	Replogle_K562essential	scouter	HEATR1	5000	2000	500	234	5
9.6726739025713	sym_kldiv	Replogle_K562essential	scouter	HJURP	100	2000	500	111	5
10.28942816595755	sym_kldiv	Replogle_K562essential	scouter	HJURP	5000	2000	500	111	5
9.414793671666926	sym_kldiv	Replogle_K562essential	scouter	HNRNPC	100	2000	500	334	5
9.594952310314492	sym_kldiv	Replogle_K562essential	scouter	HNRNPC	5000	2000	500	334	5
9.53059341686126	sym_kldiv	Replogle_K562essential	scouter	HOXC10	100	2000	500	83	5
9.78602665276934	sym_kldiv	Replogle_K562essential	scouter	HOXC10	5000	2000	500	83	5
9.934927184255525	sym_kldiv	Replogle_K562essential	scouter	HSPA8	100	2000	500	255	5
10.43675317775693	sym_kldiv	Replogle_K562essential	scouter	HSPA8	5000	2000	500	255	5
10.287304327690633	sym_kldiv	Replogle_K562essential	scouter	HTATSF1	100	2000	500	96	5
10.495026538223517	sym_kldiv	Replogle_K562essential	scouter	HTATSF1	5000	2000	500	96	5
9.630076694918264	sym_kldiv	Replogle_K562essential	scouter	HUS1	100	2000	500	201	5
10.06587653876341	sym_kldiv	Replogle_K562essential	scouter	HUS1	5000	2000	500	201	5
37.25379656934528	sym_kldiv	Replogle_K562essential	scouter	IFITM2	100	2000	500	150	5
31.609940366479485	sym_kldiv	Replogle_K562essential	scouter	IFITM2	5000	2000	500	150	5
9.778955295889352	sym_kldiv	Replogle_K562essential	scouter	ILF3	100	2000	500	138	5
10.52763749206992	sym_kldiv	Replogle_K562essential	scouter	ILF3	5000	2000	500	138	5
37.9108802081594	sym_kldiv	Replogle_K562essential	scouter	ING3	100	2000	500	65	5
32.267023955772075	sym_kldiv	Replogle_K562essential	scouter	ING3	5000	2000	500	65	5
9.098364285794409	sym_kldiv	Replogle_K562essential	scouter	ISCA2	100	2000	500	232	5
9.361443128705195	sym_kldiv	Replogle_K562essential	scouter	ISCA2	5000	2000	500	232	5
9.902677943133508	sym_kldiv	Replogle_K562essential	scouter	JMJD6	100	2000	500	193	5
9.834897790731262	sym_kldiv	Replogle_K562essential	scouter	JMJD6	5000	2000	500	193	5
41.98320830182613	sym_kldiv	Replogle_K562essential	scouter	KANSL1	100	2000	500	51	5
36.33935216100407	sym_kldiv	Replogle_K562essential	scouter	KANSL1	5000	2000	500	51	5
10.22964175364086	sym_kldiv	Replogle_K562essential	scouter	KIF23	100	2000	500	87	5
10.29455711269099	sym_kldiv	Replogle_K562essential	scouter	KIF23	5000	2000	500	87	5
9.194814216412333	sym_kldiv	Replogle_K562essential	scouter	LAMTOR4	100	2000	500	136	5
9.746250446727649	sym_kldiv	Replogle_K562essential	scouter	LAMTOR4	5000	2000	500	136	5
9.21251097622045	sym_kldiv	Replogle_K562essential	scouter	LARS2	100	2000	500	149	5
9.945250683747329	sym_kldiv	Replogle_K562essential	scouter	LARS2	5000	2000	500	149	5
9.446361491498948	sym_kldiv	Replogle_K562essential	scouter	LIN54	100	2000	500	306	5
9.583396665297592	sym_kldiv	Replogle_K562essential	scouter	LIN54	5000	2000	500	306	5
8.154128994339633	sym_kldiv	Replogle_K562essential	scouter	LRPPRC	100	2000	500	110	5
9.18915518086488	sym_kldiv	Replogle_K562essential	scouter	LRPPRC	5000	2000	500	110	5
9.413781921097142	sym_kldiv	Replogle_K562essential	scouter	MARS2	100	2000	500	75	5
10.345528552507837	sym_kldiv	Replogle_K562essential	scouter	MARS2	5000	2000	500	75	5
8.675735849779565	sym_kldiv	Replogle_K562essential	scouter	MCM6	100	2000	500	102	5
8.974885468272117	sym_kldiv	Replogle_K562essential	scouter	MCM6	5000	2000	500	102	5
8.64783326260241	sym_kldiv	Replogle_K562essential	scouter	MCM10	100	2000	500	219	5
9.358997274338044	sym_kldiv	Replogle_K562essential	scouter	MCM10	5000	2000	500	219	5
9.532307997013998	sym_kldiv	Replogle_K562essential	scouter	MCMBP	100	2000	500	145	5
10.09629559202406	sym_kldiv	Replogle_K562essential	scouter	MCMBP	5000	2000	500	145	5
9.438453382397848	sym_kldiv	Replogle_K562essential	scouter	MED7	100	2000	500	272	5
10.295278770985124	sym_kldiv	Replogle_K562essential	scouter	MED7	5000	2000	500	272	5
8.972862643086357	sym_kldiv	Replogle_K562essential	scouter	MFAP1	100	2000	500	197	5
10.0094529919946	sym_kldiv	Replogle_K562essential	scouter	MFAP1	5000	2000	500	197	5
9.471705287158336	sym_kldiv	Replogle_K562essential	scouter	MFN2	100	2000	500	135	5
9.908178527560374	sym_kldiv	Replogle_K562essential	scouter	MFN2	5000	2000	500	135	5
10.021878323450313	sym_kldiv	Replogle_K562essential	scouter	MIS18BP1	100	2000	500	107	5
10.850879883777909	sym_kldiv	Replogle_K562essential	scouter	MIS18BP1	5000	2000	500	107	5
9.834972350761564	sym_kldiv	Replogle_K562essential	scouter	MKRN1	100	2000	500	160	5
9.77315140774616	sym_kldiv	Replogle_K562essential	scouter	MKRN1	5000	2000	500	160	5
8.757048922942742	sym_kldiv	Replogle_K562essential	scouter	MLST8	100	2000	500	78	5
9.332506103312676	sym_kldiv	Replogle_K562essential	scouter	MLST8	5000	2000	500	78	5
10.83448471838837	sym_kldiv	Replogle_K562essential	scouter	MRPL1	100	2000	500	165	5
10.841570008430256	sym_kldiv	Replogle_K562essential	scouter	MRPL1	5000	2000	500	165	5
9.260662718143738	sym_kldiv	Replogle_K562essential	scouter	MRPL20	100	2000	500	120	5
9.719751417221676	sym_kldiv	Replogle_K562essential	scouter	MRPL20	5000	2000	500	120	5
