performance	metric	DataSet	method	perturb	DEG	Ncontrol	Nimputed	Nstimulated	seed
0.0146	mse	Adamson	scGPT	ARHGAP22	100	7629	513	513	1
0.001	mse	Adamson	scGPT	ARHGAP22	5000	7629	513	513	1
0.0307	mse	Adamson	scGPT	CCND3	100	7629	412	412	1
0.0018	mse	Adamson	scGPT	CCND3	5000	7629	412	412	1
0.0534	mse	Adamson	scGPT	CHERP	100	7629	497	497	1
0.0028	mse	Adamson	scGPT	CHERP	5000	7629	497	497	1
0.0046	mse	Adamson	scGPT	DAD1	100	7629	774	774	1
0.0005	mse	Adamson	scGPT	DAD1	5000	7629	774	774	1
0.0092	mse	Adamson	scGPT	DERL2	100	7629	676	676	1
0.0008	mse	Adamson	scGPT	DERL2	5000	7629	676	676	1
0.137	mse	Adamson	scGPT	EIF2B2	100	7629	638	638	1
0.0047	mse	Adamson	scGPT	EIF2B2	5000	7629	638	638	1
0.0812	mse	Adamson	scGPT	EIF2B4	100	7629	654	654	1
0.0029	mse	Adamson	scGPT	EIF2B4	5000	7629	654	654	1
0.0	mse	Adamson	scGPT	ERN1	100	7629	88	88	1
0.002	mse	Adamson	scGPT	ERN1	5000	7629	88	88	1
0.0046	mse	Adamson	scGPT	GNPNAT1	100	7629	514	514	1
0.0009	mse	Adamson	scGPT	GNPNAT1	5000	7629	514	514	1
0.1113	mse	Adamson	scGPT	NEDD8	100	7629	518	518	1
0.0052	mse	Adamson	scGPT	NEDD8	5000	7629	518	518	1
0.0243	mse	Adamson	scGPT	SEC61G	100	7629	674	674	1
0.0013	mse	Adamson	scGPT	SEC61G	5000	7629	674	674	1
0.0072	mse	Adamson	scGPT	SYVN1	100	7629	676	676	1
0.0006	mse	Adamson	scGPT	SYVN1	5000	7629	676	676	1
0.023	mse	Adamson	scGPT	TIMM23	100	7629	789	789	1
0.001	mse	Adamson	scGPT	TIMM23	5000	7629	789	789	1
0.0041	mse	Adamson	scGPT	TTI2	100	7629	682	682	1
0.0006	mse	Adamson	scGPT	TTI2	5000	7629	682	682	1
0.0034	mse	Adamson	scGPT	UFM1	100	7629	723	723	1
0.0006	mse	Adamson	scGPT	UFM1	5000	7629	723	723	1
0.0153	mse	Adamson	scGPT	YIPF5	100	7629	1457	1457	1
0.0008	mse	Adamson	scGPT	YIPF5	5000	7629	1457	1457	1
0.2661	pearson_distance	Adamson	scGPT	ARHGAP22	100	7629	513	513	1
0.5452	pearson_distance	Adamson	scGPT	ARHGAP22	5000	7629	513	513	1
0.6736	pearson_distance	Adamson	scGPT	CCND3	100	7629	412	412	1
0.8199	pearson_distance	Adamson	scGPT	CCND3	5000	7629	412	412	1
0.5148	pearson_distance	Adamson	scGPT	CHERP	100	7629	497	497	1
0.6751	pearson_distance	Adamson	scGPT	CHERP	5000	7629	497	497	1
0.0659	pearson_distance	Adamson	scGPT	DAD1	100	7629	774	774	1
0.311	pearson_distance	Adamson	scGPT	DAD1	5000	7629	774	774	1
0.2166	pearson_distance	Adamson	scGPT	DERL2	100	7629	676	676	1
0.5877	pearson_distance	Adamson	scGPT	DERL2	5000	7629	676	676	1
0.3332	pearson_distance	Adamson	scGPT	EIF2B2	100	7629	638	638	1
0.3925	pearson_distance	Adamson	scGPT	EIF2B2	5000	7629	638	638	1
0.2265	pearson_distance	Adamson	scGPT	EIF2B4	100	7629	654	654	1
0.369	pearson_distance	Adamson	scGPT	EIF2B4	5000	7629	654	654	1
0.9222	pearson_distance	Adamson	scGPT	ERN1	100	7629	88	88	1
1.1283	pearson_distance	Adamson	scGPT	ERN1	5000	7629	88	88	1
1.039	pearson_distance	Adamson	scGPT	GNPNAT1	100	7629	514	514	1
1.1205	pearson_distance	Adamson	scGPT	GNPNAT1	5000	7629	514	514	1
0.2664	pearson_distance	Adamson	scGPT	NEDD8	100	7629	518	518	1
0.7113	pearson_distance	Adamson	scGPT	NEDD8	5000	7629	518	518	1
0.24	pearson_distance	Adamson	scGPT	SEC61G	100	7629	674	674	1
0.4181	pearson_distance	Adamson	scGPT	SEC61G	5000	7629	674	674	1
0.3065	pearson_distance	Adamson	scGPT	SYVN1	100	7629	676	676	1
0.7237	pearson_distance	Adamson	scGPT	SYVN1	5000	7629	676	676	1
0.3856	pearson_distance	Adamson	scGPT	TIMM23	100	7629	789	789	1
0.472	pearson_distance	Adamson	scGPT	TIMM23	5000	7629	789	789	1
0.9678	pearson_distance	Adamson	scGPT	TTI2	100	7629	682	682	1
0.8316	pearson_distance	Adamson	scGPT	TTI2	5000	7629	682	682	1
0.2226	pearson_distance	Adamson	scGPT	UFM1	100	7629	723	723	1
0.4526	pearson_distance	Adamson	scGPT	UFM1	5000	7629	723	723	1
0.176	pearson_distance	Adamson	scGPT	YIPF5	100	7629	1457	1457	1
0.3714	pearson_distance	Adamson	scGPT	YIPF5	5000	7629	1457	1457	1
2.4903	edistance	Adamson	scGPT	ARHGAP22	100	7629	513	513	1
10.8347	edistance	Adamson	scGPT	ARHGAP22	5000	7629	513	513	1
2.0735	edistance	Adamson	scGPT	CCND3	100	7629	412	412	1
6.5966	edistance	Adamson	scGPT	CCND3	5000	7629	412	412	1
3.3463	edistance	Adamson	scGPT	CHERP	100	7629	497	497	1
10.6217	edistance	Adamson	scGPT	CHERP	5000	7629	497	497	1
2.0998	edistance	Adamson	scGPT	DAD1	100	7629	774	774	1
10.6193	edistance	Adamson	scGPT	DAD1	5000	7629	774	774	1
2.8466	edistance	Adamson	scGPT	DERL2	100	7629	676	676	1
11.3645	edistance	Adamson	scGPT	DERL2	5000	7629	676	676	1
5.0407	edistance	Adamson	scGPT	EIF2B2	100	7629	638	638	1
12.634	edistance	Adamson	scGPT	EIF2B2	5000	7629	638	638	1
4.1678	edistance	Adamson	scGPT	EIF2B4	100	7629	654	654	1
12.12	edistance	Adamson	scGPT	EIF2B4	5000	7629	654	654	1
0.0967	edistance	Adamson	scGPT	ERN1	100	7629	88	88	1
11.6522	edistance	Adamson	scGPT	ERN1	5000	7629	88	88	1
0.9683	edistance	Adamson	scGPT	GNPNAT1	100	7629	514	514	1
10.6614	edistance	Adamson	scGPT	GNPNAT1	5000	7629	514	514	1
4.3313	edistance	Adamson	scGPT	NEDD8	100	7629	518	518	1
11.3582	edistance	Adamson	scGPT	NEDD8	5000	7629	518	518	1
3.1242	edistance	Adamson	scGPT	SEC61G	100	7629	674	674	1
11.3884	edistance	Adamson	scGPT	SEC61G	5000	7629	674	674	1
1.6033	edistance	Adamson	scGPT	SYVN1	100	7629	676	676	1
10.6537	edistance	Adamson	scGPT	SYVN1	5000	7629	676	676	1
3.084	edistance	Adamson	scGPT	TIMM23	100	7629	789	789	1
10.991	edistance	Adamson	scGPT	TIMM23	5000	7629	789	789	1
1.3247	edistance	Adamson	scGPT	TTI2	100	7629	682	682	1
8.2324	edistance	Adamson	scGPT	TTI2	5000	7629	682	682	1
1.962	edistance	Adamson	scGPT	UFM1	100	7629	723	723	1
10.5023	edistance	Adamson	scGPT	UFM1	5000	7629	723	723	1
2.8345	edistance	Adamson	scGPT	YIPF5	100	7629	1457	1457	1
10.9526	edistance	Adamson	scGPT	YIPF5	5000	7629	1457	1457	1
31.801655368137492	sym_kldiv	Adamson	scGPT	ARHGAP22	100	7629	513	513	1
32.147612479447744	sym_kldiv	Adamson	scGPT	ARHGAP22	5000	7629	513	513	1
35.457939094379455	sym_kldiv	Adamson	scGPT	CCND3	100	7629	412	412	1
32.77478167087404	sym_kldiv	Adamson	scGPT	CCND3	5000	7629	412	412	1
10.487844052466594	sym_kldiv	Adamson	scGPT	CHERP	100	7629	497	497	1
32.411926008549514	sym_kldiv	Adamson	scGPT	CHERP	5000	7629	497	497	1
33.37406439061399	sym_kldiv	Adamson	scGPT	DAD1	100	7629	774	774	1
32.15064824961903	sym_kldiv	Adamson	scGPT	DAD1	5000	7629	774	774	1
31.63788426640266	sym_kldiv	Adamson	scGPT	DERL2	100	7629	676	676	1
31.909915320393534	sym_kldiv	Adamson	scGPT	DERL2	5000	7629	676	676	1
10.11771568880942	sym_kldiv	Adamson	scGPT	EIF2B2	100	7629	638	638	1
32.37911403450359	sym_kldiv	Adamson	scGPT	EIF2B2	5000	7629	638	638	1
11.12089821609588	sym_kldiv	Adamson	scGPT	EIF2B4	100	7629	654	654	1
32.33894628260395	sym_kldiv	Adamson	scGPT	EIF2B4	5000	7629	654	654	1
36.94972656063457	sym_kldiv	Adamson	scGPT	ERN1	100	7629	88	88	1
33.36146287565425	sym_kldiv	Adamson	scGPT	ERN1	5000	7629	88	88	1
34.991068061141306	sym_kldiv	Adamson	scGPT	GNPNAT1	100	7629	514	514	1
32.487299189531484	sym_kldiv	Adamson	scGPT	GNPNAT1	5000	7629	514	514	1
11.196634766591377	sym_kldiv	Adamson	scGPT	NEDD8	100	7629	518	518	1
32.03314438318134	sym_kldiv	Adamson	scGPT	NEDD8	5000	7629	518	518	1
10.757931814211155	sym_kldiv	Adamson	scGPT	SEC61G	100	7629	674	674	1
32.175887517174544	sym_kldiv	Adamson	scGPT	SEC61G	5000	7629	674	674	1
34.39074984391295	sym_kldiv	Adamson	scGPT	SYVN1	100	7629	676	676	1
32.07621386815572	sym_kldiv	Adamson	scGPT	SYVN1	5000	7629	676	676	1
10.63366923612731	sym_kldiv	Adamson	scGPT	TIMM23	100	7629	789	789	1
32.39049466425141	sym_kldiv	Adamson	scGPT	TIMM23	5000	7629	789	789	1
34.18991523509999	sym_kldiv	Adamson	scGPT	TTI2	100	7629	682	682	1
31.9644571085419	sym_kldiv	Adamson	scGPT	TTI2	5000	7629	682	682	1
33.725631444526464	sym_kldiv	Adamson	scGPT	UFM1	100	7629	723	723	1
32.10712982405855	sym_kldiv	Adamson	scGPT	UFM1	5000	7629	723	723	1
10.59061708235913	sym_kldiv	Adamson	scGPT	YIPF5	100	7629	1457	1457	1
31.644221952256707	sym_kldiv	Adamson	scGPT	YIPF5	5000	7629	1457	1457	1
20.9103	wasserstein	Adamson	scGPT	ARHGAP22	100	7629	513	513	1
25.6309	wasserstein	Adamson	scGPT	CCND3	100	7629	412	412	1
23.171	wasserstein	Adamson	scGPT	CHERP	100	7629	497	497	1
17.1648	wasserstein	Adamson	scGPT	DAD1	100	7629	774	774	1
29.7876	wasserstein	Adamson	scGPT	DERL2	100	7629	676	676	1
44.819	wasserstein	Adamson	scGPT	EIF2B2	100	7629	638	638	1
37.8593	wasserstein	Adamson	scGPT	EIF2B4	100	7629	654	654	1
0.0027	wasserstein	Adamson	scGPT	ERN1	100	7629	88	88	1
2.0109	wasserstein	Adamson	scGPT	GNPNAT1	100	7629	514	514	1
41.6151	wasserstein	Adamson	scGPT	NEDD8	100	7629	518	518	1
30.0613	wasserstein	Adamson	scGPT	SEC61G	100	7629	674	674	1
8.2399	wasserstein	Adamson	scGPT	SYVN1	100	7629	676	676	1
29.1035	wasserstein	Adamson	scGPT	TIMM23	100	7629	789	789	1
8.7112	wasserstein	Adamson	scGPT	TTI2	100	7629	682	682	1
13.989	wasserstein	Adamson	scGPT	UFM1	100	7629	723	723	1
26.885	wasserstein	Adamson	scGPT	YIPF5	100	7629	1457	1457	1
0.0177	mse	Adamson	GEARS	ARHGAP22	100	7629	513	513	1
0.0034	mse	Adamson	GEARS	ARHGAP22	5000	7629	513	513	1
0.0635	mse	Adamson	GEARS	CCND3	100	7629	412	412	1
0.0051	mse	Adamson	GEARS	CCND3	5000	7629	412	412	1
0.0548	mse	Adamson	GEARS	CHERP	100	7629	497	497	1
0.0051	mse	Adamson	GEARS	CHERP	5000	7629	497	497	1
0.0314	mse	Adamson	GEARS	DAD1	100	7629	774	774	1
0.0043	mse	Adamson	GEARS	DAD1	5000	7629	774	774	1
0.0205	mse	Adamson	GEARS	DERL2	100	7629	676	676	1
0.0034	mse	Adamson	GEARS	DERL2	5000	7629	676	676	1
0.0382	mse	Adamson	GEARS	EIF2B2	100	7629	638	638	1
0.0025	mse	Adamson	GEARS	EIF2B2	5000	7629	638	638	1
0.0222	mse	Adamson	GEARS	EIF2B4	100	7629	654	654	1
0.0022	mse	Adamson	GEARS	EIF2B4	5000	7629	654	654	1
0.0014	mse	Adamson	GEARS	ERN1	100	7629	88	88	1
0.0076	mse	Adamson	GEARS	ERN1	5000	7629	88	88	1
0.0074	mse	Adamson	GEARS	GNPNAT1	100	7629	514	514	1
0.0049	mse	Adamson	GEARS	GNPNAT1	5000	7629	514	514	1
0.1237	mse	Adamson	GEARS	NEDD8	100	7629	518	518	1
0.007	mse	Adamson	GEARS	NEDD8	5000	7629	518	518	1
0.0311	mse	Adamson	GEARS	SEC61G	100	7629	674	674	1
0.003	mse	Adamson	GEARS	SEC61G	5000	7629	674	674	1
0.0085	mse	Adamson	GEARS	SYVN1	100	7629	676	676	1
0.0037	mse	Adamson	GEARS	SYVN1	5000	7629	676	676	1
0.0345	mse	Adamson	GEARS	TIMM23	100	7629	789	789	1
0.0049	mse	Adamson	GEARS	TIMM23	5000	7629	789	789	1
0.0129	mse	Adamson	GEARS	TTI2	100	7629	682	682	1
0.002	mse	Adamson	GEARS	TTI2	5000	7629	682	682	1
0.0092	mse	Adamson	GEARS	UFM1	100	7629	723	723	1
0.002	mse	Adamson	GEARS	UFM1	5000	7629	723	723	1
0.0248	mse	Adamson	GEARS	YIPF5	100	7629	1457	1457	1
0.0034	mse	Adamson	GEARS	YIPF5	5000	7629	1457	1457	1
0.3705	pearson_distance	Adamson	GEARS	ARHGAP22	100	7629	513	513	1
0.6033	pearson_distance	Adamson	GEARS	ARHGAP22	5000	7629	513	513	1
1.1678	pearson_distance	Adamson	GEARS	CCND3	100	7629	412	412	1
0.9012	pearson_distance	Adamson	GEARS	CCND3	5000	7629	412	412	1
0.5902	pearson_distance	Adamson	GEARS	CHERP	100	7629	497	497	1
0.7468	pearson_distance	Adamson	GEARS	CHERP	5000	7629	497	497	1
0.5298	pearson_distance	Adamson	GEARS	DAD1	100	7629	774	774	1
0.6772	pearson_distance	Adamson	GEARS	DAD1	5000	7629	774	774	1
0.2793	pearson_distance	Adamson	GEARS	DERL2	100	7629	676	676	1
0.4478	pearson_distance	Adamson	GEARS	DERL2	5000	7629	676	676	1
0.0404	pearson_distance	Adamson	GEARS	EIF2B2	100	7629	638	638	1
0.2152	pearson_distance	Adamson	GEARS	EIF2B2	5000	7629	638	638	1
0.0688	pearson_distance	Adamson	GEARS	EIF2B4	100	7629	654	654	1
0.2605	pearson_distance	Adamson	GEARS	EIF2B4	5000	7629	654	654	1
1.2865	pearson_distance	Adamson	GEARS	ERN1	100	7629	88	88	1
1.0426	pearson_distance	Adamson	GEARS	ERN1	5000	7629	88	88	1
1.4247	pearson_distance	Adamson	GEARS	GNPNAT1	100	7629	514	514	1
1.1939	pearson_distance	Adamson	GEARS	GNPNAT1	5000	7629	514	514	1
0.5043	pearson_distance	Adamson	GEARS	NEDD8	100	7629	518	518	1
0.806	pearson_distance	Adamson	GEARS	NEDD8	5000	7629	518	518	1
0.2723	pearson_distance	Adamson	GEARS	SEC61G	100	7629	674	674	1
0.4249	pearson_distance	Adamson	GEARS	SEC61G	5000	7629	674	674	1
0.2753	pearson_distance	Adamson	GEARS	SYVN1	100	7629	676	676	1
0.7554	pearson_distance	Adamson	GEARS	SYVN1	5000	7629	676	676	1
0.1319	pearson_distance	Adamson	GEARS	TIMM23	100	7629	789	789	1
0.3902	pearson_distance	Adamson	GEARS	TIMM23	5000	7629	789	789	1
1.301	pearson_distance	Adamson	GEARS	TTI2	100	7629	682	682	1
0.9602	pearson_distance	Adamson	GEARS	TTI2	5000	7629	682	682	1
0.4618	pearson_distance	Adamson	GEARS	UFM1	100	7629	723	723	1
0.5942	pearson_distance	Adamson	GEARS	UFM1	5000	7629	723	723	1
0.2404	pearson_distance	Adamson	GEARS	YIPF5	100	7629	1457	1457	1
0.4861	pearson_distance	Adamson	GEARS	YIPF5	5000	7629	1457	1457	1
0.2836	edistance	Adamson	GEARS	ARHGAP22	100	7629	513	513	1
0.5574	edistance	Adamson	GEARS	ARHGAP22	5000	7629	513	513	1
0.9209	edistance	Adamson	GEARS	CCND3	100	7629	412	412	1
0.8717	edistance	Adamson	GEARS	CCND3	5000	7629	412	412	1
0.886	edistance	Adamson	GEARS	CHERP	100	7629	497	497	1
0.9323	edistance	Adamson	GEARS	CHERP	5000	7629	497	497	1
0.5562	edistance	Adamson	GEARS	DAD1	100	7629	774	774	1
0.7343	edistance	Adamson	GEARS	DAD1	5000	7629	774	774	1
0.3168	edistance	Adamson	GEARS	DERL2	100	7629	676	676	1
0.6025	edistance	Adamson	GEARS	DERL2	5000	7629	676	676	1
0.5674	edistance	Adamson	GEARS	EIF2B2	100	7629	638	638	1
0.4667	edistance	Adamson	GEARS	EIF2B2	5000	7629	638	638	1
0.3385	edistance	Adamson	GEARS	EIF2B4	100	7629	654	654	1
0.382	edistance	Adamson	GEARS	EIF2B4	5000	7629	654	654	1
0.5484	edistance	Adamson	GEARS	ERN1	100	7629	88	88	1
1.0365	edistance	Adamson	GEARS	ERN1	5000	7629	88	88	1
0.394	edistance	Adamson	GEARS	GNPNAT1	100	7629	514	514	1
0.8274	edistance	Adamson	GEARS	GNPNAT1	5000	7629	514	514	1
1.6295	edistance	Adamson	GEARS	NEDD8	100	7629	518	518	1
1.1994	edistance	Adamson	GEARS	NEDD8	5000	7629	518	518	1
0.4474	edistance	Adamson	GEARS	SEC61G	100	7629	674	674	1
0.499	edistance	Adamson	GEARS	SEC61G	5000	7629	674	674	1
0.2221	edistance	Adamson	GEARS	SYVN1	100	7629	676	676	1
0.639	edistance	Adamson	GEARS	SYVN1	5000	7629	676	676	1
0.4574	edistance	Adamson	GEARS	TIMM23	100	7629	789	789	1
0.8381	edistance	Adamson	GEARS	TIMM23	5000	7629	789	789	1
0.2794	edistance	Adamson	GEARS	TTI2	100	7629	682	682	1
0.3244	edistance	Adamson	GEARS	TTI2	5000	7629	682	682	1
0.1756	edistance	Adamson	GEARS	UFM1	100	7629	723	723	1
0.3414	edistance	Adamson	GEARS	UFM1	5000	7629	723	723	1
0.3575	edistance	Adamson	GEARS	YIPF5	100	7629	1457	1457	1
0.5909	edistance	Adamson	GEARS	YIPF5	5000	7629	1457	1457	1
40.84531373851328	sym_kldiv	Adamson	GEARS	ARHGAP22	100	7629	513	513	1
39.06255757398061	sym_kldiv	Adamson	GEARS	ARHGAP22	5000	7629	513	513	1
41.27758949476043	sym_kldiv	Adamson	GEARS	CCND3	100	7629	412	412	1
39.28617023885241	sym_kldiv	Adamson	GEARS	CCND3	5000	7629	412	412	1
0.7015046997649125	sym_kldiv	Adamson	GEARS	CHERP	100	7629	497	497	1
39.082714952542496	sym_kldiv	Adamson	GEARS	CHERP	5000	7629	497	497	1
40.76075060148702	sym_kldiv	Adamson	GEARS	DAD1	100	7629	774	774	1
38.519012414235895	sym_kldiv	Adamson	GEARS	DAD1	5000	7629	774	774	1
39.29475815320202	sym_kldiv	Adamson	GEARS	DERL2	100	7629	676	676	1
38.69291746456305	sym_kldiv	Adamson	GEARS	DERL2	5000	7629	676	676	1
0.3420995648327843	sym_kldiv	Adamson	GEARS	EIF2B2	100	7629	638	638	1
38.914603109136	sym_kldiv	Adamson	GEARS	EIF2B2	5000	7629	638	638	1
0.3088268243478838	sym_kldiv	Adamson	GEARS	EIF2B4	100	7629	654	654	1
38.920217994838225	sym_kldiv	Adamson	GEARS	EIF2B4	5000	7629	654	654	1
45.11172804966996	sym_kldiv	Adamson	GEARS	ERN1	100	7629	88	88	1
41.66230263696684	sym_kldiv	Adamson	GEARS	ERN1	5000	7629	88	88	1
42.43661967218533	sym_kldiv	Adamson	GEARS	GNPNAT1	100	7629	514	514	1
38.79483396840871	sym_kldiv	Adamson	GEARS	GNPNAT1	5000	7629	514	514	1
0.8186051837299659	sym_kldiv	Adamson	GEARS	NEDD8	100	7629	518	518	1
39.23368754489048	sym_kldiv	Adamson	GEARS	NEDD8	5000	7629	518	518	1
0.1924466937350469	sym_kldiv	Adamson	GEARS	SEC61G	100	7629	674	674	1
38.6629097599782	sym_kldiv	Adamson	GEARS	SEC61G	5000	7629	674	674	1
41.726276792245166	sym_kldiv	Adamson	GEARS	SYVN1	100	7629	676	676	1
38.59261158169301	sym_kldiv	Adamson	GEARS	SYVN1	5000	7629	676	676	1
0.2719037062632752	sym_kldiv	Adamson	GEARS	TIMM23	100	7629	789	789	1
38.65987583206777	sym_kldiv	Adamson	GEARS	TIMM23	5000	7629	789	789	1
42.23850080950782	sym_kldiv	Adamson	GEARS	TTI2	100	7629	682	682	1
38.61182506614279	sym_kldiv	Adamson	GEARS	TTI2	5000	7629	682	682	1
41.170590306219026	sym_kldiv	Adamson	GEARS	UFM1	100	7629	723	723	1
38.25593261688654	sym_kldiv	Adamson	GEARS	UFM1	5000	7629	723	723	1
0.1804025068286491	sym_kldiv	Adamson	GEARS	YIPF5	100	7629	1457	1457	1
37.49144810825854	sym_kldiv	Adamson	GEARS	YIPF5	5000	7629	1457	1457	1
29.2841	wasserstein	Adamson	GEARS	ARHGAP22	100	7629	513	513	1
35.6453	wasserstein	Adamson	GEARS	CCND3	100	7629	412	412	1
34.7054	wasserstein	Adamson	GEARS	CHERP	100	7629	497	497	1
25.0971	wasserstein	Adamson	GEARS	DAD1	100	7629	774	774	1
38.9051	wasserstein	Adamson	GEARS	DERL2	100	7629	676	676	1
44.8974	wasserstein	Adamson	GEARS	EIF2B2	100	7629	638	638	1
41.6763	wasserstein	Adamson	GEARS	EIF2B4	100	7629	654	654	1
0.7561	wasserstein	Adamson	GEARS	ERN1	100	7629	88	88	1
2.1827	wasserstein	Adamson	GEARS	GNPNAT1	100	7629	514	514	1
52.7543	wasserstein	Adamson	GEARS	NEDD8	100	7629	518	518	1
40.6572	wasserstein	Adamson	GEARS	SEC61G	100	7629	674	674	1
9.3887	wasserstein	Adamson	GEARS	SYVN1	100	7629	676	676	1
41.4197	wasserstein	Adamson	GEARS	TIMM23	100	7629	789	789	1
12.5634	wasserstein	Adamson	GEARS	TTI2	100	7629	682	682	1
19.4497	wasserstein	Adamson	GEARS	UFM1	100	7629	723	723	1
37.3447	wasserstein	Adamson	GEARS	YIPF5	100	7629	1457	1457	1
0.0142	mse	Adamson	GenePert	ARHGAP22	100	7629	513	513	1
0.0009	mse	Adamson	GenePert	ARHGAP22	5000	7629	513	513	1
0.0308	mse	Adamson	GenePert	CCND3	100	7629	412	412	1
0.0017	mse	Adamson	GenePert	CCND3	5000	7629	412	412	1
0.0535	mse	Adamson	GenePert	CHERP	100	7629	497	497	1
0.003	mse	Adamson	GenePert	CHERP	5000	7629	497	497	1
0.0226	mse	Adamson	GenePert	DAD1	100	7629	774	774	1
0.0008	mse	Adamson	GenePert	DAD1	5000	7629	774	774	1
0.0074	mse	Adamson	GenePert	DERL2	100	7629	676	676	1
0.0005	mse	Adamson	GenePert	DERL2	5000	7629	676	676	1
0.1221	mse	Adamson	GenePert	EIF2B2	100	7629	638	638	1
0.0044	mse	Adamson	GenePert	EIF2B2	5000	7629	638	638	1
0.0742	mse	Adamson	GenePert	EIF2B4	100	7629	654	654	1
0.0028	mse	Adamson	GenePert	EIF2B4	5000	7629	654	654	1
0.0002	mse	Adamson	GenePert	ERN1	100	7629	88	88	1
0.0026	mse	Adamson	GenePert	ERN1	5000	7629	88	88	1
0.0049	mse	Adamson	GenePert	GNPNAT1	100	7629	514	514	1
0.0009	mse	Adamson	GenePert	GNPNAT1	5000	7629	514	514	1
0.1287	mse	Adamson	GenePert	NEDD8	100	7629	518	518	1
0.005	mse	Adamson	GenePert	NEDD8	5000	7629	518	518	1
0.0304	mse	Adamson	GenePert	SEC61G	100	7629	674	674	1
0.0011	mse	Adamson	GenePert	SEC61G	5000	7629	674	674	1
0.0053	mse	Adamson	GenePert	SYVN1	100	7629	676	676	1
0.0006	mse	Adamson	GenePert	SYVN1	5000	7629	676	676	1
0.0122	mse	Adamson	GenePert	TIMM23	100	7629	789	789	1
0.0008	mse	Adamson	GenePert	TIMM23	5000	7629	789	789	1
0.0026	mse	Adamson	GenePert	TTI2	100	7629	682	682	1
0.0006	mse	Adamson	GenePert	TTI2	5000	7629	682	682	1
0.005	mse	Adamson	GenePert	UFM1	100	7629	723	723	1
0.0005	mse	Adamson	GenePert	UFM1	5000	7629	723	723	1
0.0224	mse	Adamson	GenePert	YIPF5	100	7629	1457	1457	1
0.0008	mse	Adamson	GenePert	YIPF5	5000	7629	1457	1457	1
0.2656	pearson_distance	Adamson	GenePert	ARHGAP22	100	7629	513	513	1
0.4833	pearson_distance	Adamson	GenePert	ARHGAP22	5000	7629	513	513	1
0.7334	pearson_distance	Adamson	GenePert	CCND3	100	7629	412	412	1
0.7122	pearson_distance	Adamson	GenePert	CCND3	5000	7629	412	412	1
0.5458	pearson_distance	Adamson	GenePert	CHERP	100	7629	497	497	1
0.7342	pearson_distance	Adamson	GenePert	CHERP	5000	7629	497	497	1
0.5664	pearson_distance	Adamson	GenePert	DAD1	100	7629	774	774	1
0.6372	pearson_distance	Adamson	GenePert	DAD1	5000	7629	774	774	1
0.232	pearson_distance	Adamson	GenePert	DERL2	100	7629	676	676	1
0.3984	pearson_distance	Adamson	GenePert	DERL2	5000	7629	676	676	1
0.1021	pearson_distance	Adamson	GenePert	EIF2B2	100	7629	638	638	1
0.3007	pearson_distance	Adamson	GenePert	EIF2B2	5000	7629	638	638	1
0.1245	pearson_distance	Adamson	GenePert	EIF2B4	100	7629	654	654	1
0.345	pearson_distance	Adamson	GenePert	EIF2B4	5000	7629	654	654	1
1.335	pearson_distance	Adamson	GenePert	ERN1	100	7629	88	88	1
0.9915	pearson_distance	Adamson	GenePert	ERN1	5000	7629	88	88	1
1.2268	pearson_distance	Adamson	GenePert	GNPNAT1	100	7629	514	514	1
1.2188	pearson_distance	Adamson	GenePert	GNPNAT1	5000	7629	514	514	1
0.4439	pearson_distance	Adamson	GenePert	NEDD8	100	7629	518	518	1
0.7259	pearson_distance	Adamson	GenePert	NEDD8	5000	7629	518	518	1
0.2367	pearson_distance	Adamson	GenePert	SEC61G	100	7629	674	674	1
0.3346	pearson_distance	Adamson	GenePert	SEC61G	5000	7629	674	674	1
0.1747	pearson_distance	Adamson	GenePert	SYVN1	100	7629	676	676	1
0.6928	pearson_distance	Adamson	GenePert	SYVN1	5000	7629	676	676	1
0.11	pearson_distance	Adamson	GenePert	TIMM23	100	7629	789	789	1
0.3361	pearson_distance	Adamson	GenePert	TIMM23	5000	7629	789	789	1
0.6083	pearson_distance	Adamson	GenePert	TTI2	100	7629	682	682	1
0.7524	pearson_distance	Adamson	GenePert	TTI2	5000	7629	682	682	1
0.3952	pearson_distance	Adamson	GenePert	UFM1	100	7629	723	723	1
0.5882	pearson_distance	Adamson	GenePert	UFM1	5000	7629	723	723	1
0.1335	pearson_distance	Adamson	GenePert	YIPF5	100	7629	1457	1457	1
0.3625	pearson_distance	Adamson	GenePert	YIPF5	5000	7629	1457	1457	1
0.2205	edistance	Adamson	GenePert	ARHGAP22	100	7629	513	513	1
0.1291	edistance	Adamson	GenePert	ARHGAP22	5000	7629	513	513	1
0.4484	edistance	Adamson	GenePert	CCND3	100	7629	412	412	1
0.2519	edistance	Adamson	GenePert	CCND3	5000	7629	412	412	1
0.8457	edistance	Adamson	GenePert	CHERP	100	7629	497	497	1
0.5609	edistance	Adamson	GenePert	CHERP	5000	7629	497	497	1
0.4016	edistance	Adamson	GenePert	DAD1	100	7629	774	774	1
0.1302	edistance	Adamson	GenePert	DAD1	5000	7629	774	774	1
0.0917	edistance	Adamson	GenePert	DERL2	100	7629	676	676	1
0.0604	edistance	Adamson	GenePert	DERL2	5000	7629	676	676	1
1.536	edistance	Adamson	GenePert	EIF2B2	100	7629	638	638	1
